JSON Name,Kernel Name,Kernel Time,Total Time,M,N,K,m,n,k
1x64x525w1-32-105,main$async_dispatch_0_matmul_transpose_b_1x64x525_f64,8849,303016,1,64,525,1,32,105
1x64x735w1-32-105,main$async_dispatch_0_matmul_transpose_b_1x64x735_f64,12140,305280,1,64,735,1,32,105
1x64x945w1-32-105,main$async_dispatch_0_matmul_transpose_b_1x64x945_f64,15488,308901,1,64,945,1,32,105
1x96x105w1-32-105,main$async_dispatch_0_matmul_transpose_b_1x96x105_f64,3102,297687,1,96,105,1,32,105
1x96x315w1-32-105,main$async_dispatch_0_matmul_transpose_b_1x96x315_f64,7515,302429,1,96,315,1,32,105
1x96x525w1-32-105,main$async_dispatch_0_matmul_transpose_b_1x96x525_f64,12009,307317,1,96,525,1,32,105
1x96x735w1-32-105,main$async_dispatch_0_matmul_transpose_b_1x96x735_f64,16398,312359,1,96,735,1,32,105
1x96x945w1-32-105,main$async_dispatch_0_matmul_transpose_b_1x96x945_f64,20965,317284,1,96,945,1,32,105
1x128x105w1-32-105,main$async_dispatch_0_matmul_transpose_b_1x128x105_f64,3726,300830,1,128,105,1,32,105
1x128x315w1-32-105,main$async_dispatch_0_matmul_transpose_b_1x128x315_f64,9498,306640,1,128,315,1,32,105
1x128x525w1-32-105,main$async_dispatch_0_matmul_transpose_b_1x128x525_f64,15097,311936,1,128,525,1,32,105
1x128x735w1-32-105,main$async_dispatch_0_matmul_transpose_b_1x128x735_f64,20765,317852,1,128,735,1,32,105
1x128x945w1-32-105,main$async_dispatch_0_matmul_transpose_b_1x128x945_f64,26699,322481,1,128,945,1,32,105
1x160x105w1-32-105,main$async_dispatch_0_matmul_transpose_b_1x160x105_f64,4593,303536,1,160,105,1,32,105
1x160x315w1-32-105,main$async_dispatch_0_matmul_transpose_b_1x160x315_f64,11229,309228,1,160,315,1,32,105
1x160x525w1-32-105,main$async_dispatch_0_matmul_transpose_b_1x160x525_f64,18099,316321,1,160,525,1,32,105
1x160x735w1-32-105,main$async_dispatch_0_matmul_transpose_b_1x160x735_f64,24952,325935,1,160,735,1,32,105
1x160x945w1-32-105,main$async_dispatch_0_matmul_transpose_b_1x160x945_f64,31890,329365,1,160,945,1,32,105
1x192x105w1-32-105,main$async_dispatch_0_matmul_transpose_b_1x192x105_f64,5362,305810,1,192,105,1,32,105
1x192x315w1-32-105,main$async_dispatch_0_matmul_transpose_b_1x192x315_f64,13359,312181,1,192,315,1,32,105
1x192x525w1-32-105,main$async_dispatch_0_matmul_transpose_b_1x192x525_f64,21042,321106,1,192,525,1,32,105
1x192x735w1-32-105,main$async_dispatch_0_matmul_transpose_b_1x192x735_f64,21042,321106,1,192,735,1,32,105
1x192x945w1-32-105,main$async_dispatch_0_matmul_transpose_b_1x192x945_f64,37376,336671,1,192,945,1,32,105
1x224x105w1-32-105,main$async_dispatch_0_matmul_transpose_b_1x224x105_f64,5972,307661,1,224,105,1,32,105
1x224x315w1-32-105,main$async_dispatch_0_matmul_transpose_b_1x224x315_f64,14937,316978,1,224,315,1,32,105
1x224x525w1-32-105,main$async_dispatch_0_matmul_transpose_b_1x224x525_f64,24340,326331,1,224,525,1,32,105
1x224x735w1-32-105,main$async_dispatch_0_matmul_transpose_b_1x224x735_f64,33288,334141,1,224,735,1,32,105
1x224x945w1-32-105,main$async_dispatch_0_matmul_transpose_b_1x224x945_f64,42797,343975,1,224,945,1,32,105
1x256x105w1-32-105,main$async_dispatch_0_matmul_transpose_b_1x256x105_f64,6554,309088,1,256,105,1,32,105
1x256x315w1-32-105,main$async_dispatch_0_matmul_transpose_b_1x256x315_f64,16803,320888,1,256,315,1,32,105
1x256x525w1-32-105,main$async_dispatch_0_matmul_transpose_b_1x256x525_f64,27223,330913,1,256,525,1,32,105
1x256x735w1-32-105,main$async_dispatch_0_matmul_transpose_b_1x256x735_f64,37404,339979,1,256,735,1,32,105
1x256x945w1-32-105,main$async_dispatch_0_matmul_transpose_b_1x256x945_f64,48157,351966,1,256,945,1,32,105
1x288x105w1-32-105,main$async_dispatch_0_matmul_transpose_b_1x288x105_f64,7341,311298,1,288,105,1,32,105
1x288x315w1-32-105,main$async_dispatch_0_matmul_transpose_b_1x288x315_f64,18742,322785,1,288,315,1,32,105
1x288x525w1-32-105,main$async_dispatch_0_matmul_transpose_b_1x288x525_f64,29945,333655,1,288,525,1,32,105
1x288x735w1-32-105,main$async_dispatch_0_matmul_transpose_b_1x288x735_f64,41850,346615,1,288,735,1,32,105
1x288x945w1-32-105,main$async_dispatch_0_matmul_transpose_b_1x288x945_f64,53756,358515,1,288,945,1,32,105
1x40x80w1-40-80,main$async_dispatch_0_matmul_transpose_b_1x40x80_f64,1567,293904,1,40,80,1,40,80
1x40x240w1-40-80,main$async_dispatch_0_matmul_transpose_b_1x40x240_f64,3081,295310,1,40,240,1,40,80
1x40x400w1-40-80,main$async_dispatch_0_matmul_transpose_b_1x40x400_f64,4569,297491,1,40,400,1,40,80
1x40x560w1-40-80,main$async_dispatch_0_matmul_transpose_b_1x40x560_f64,6051,298535,1,40,560,1,40,80
1x40x720w1-40-80,main$async_dispatch_0_matmul_transpose_b_1x40x720_f64,7512,300471,1,40,720,1,40,80
1x80x80w1-40-80,main$async_dispatch_0_matmul_transpose_b_1x80x80_f64,2447,297703,1,80,80,1,40,80
1x80x240w1-40-80,main$async_dispatch_0_matmul_transpose_b_1x80x240_f64,5991,300415,1,80,240,1,40,80
1x80x400w1-40-80,main$async_dispatch_0_matmul_transpose_b_1x80x400_f64,9650,304131,1,80,400,1,40,80
1x80x560w1-40-80,main$async_dispatch_0_matmul_transpose_b_1x80x560_f64,12984,306939,1,80,560,1,40,80
1x80x720w1-40-80,main$async_dispatch_0_matmul_transpose_b_1x80x720_f64,16853,311740,1,80,720,1,40,80
1x120x80w1-40-80,main$async_dispatch_0_matmul_transpose_b_1x120x80_f64,3274,299314,1,120,80,1,40,80
1x120x240w1-40-80,main$async_dispatch_0_matmul_transpose_b_1x120x240_f64,8090,304596,1,120,240,1,40,80
1x120x400w1-40-80,main$async_dispatch_0_matmul_transpose_b_1x120x400_f64,12975,309606,1,120,400,1,40,80
1x120x560w1-40-80,main$async_dispatch_0_matmul_transpose_b_1x120x560_f64,18071,315471,1,120,560,1,40,80
1x120x720w1-40-80,main$async_dispatch_0_matmul_transpose_b_1x120x720_f64,23076,320151,1,120,720,1,40,80
1x160x80w1-40-80,main$async_dispatch_0_matmul_transpose_b_1x160x80_f64,3970,303484,1,160,80,1,40,80
1x160x240w1-40-80,main$async_dispatch_0_matmul_transpose_b_1x160x240_f64,10217,309608,1,160,240,1,40,80
1x160x400w1-40-80,main$async_dispatch_0_matmul_transpose_b_1x160x400_f64,16628,315860,1,160,400,1,40,80
1x160x560w1-40-80,main$async_dispatch_0_matmul_transpose_b_1x160x560_f64,22849,320553,1,160,560,1,40,80
1x160x720w1-40-80,main$async_dispatch_0_matmul_transpose_b_1x160x720_f64,29103,326756,1,160,720,1,40,80
1x200x80w1-40-80,main$async_dispatch_0_matmul_transpose_b_1x200x80_f64,4719,304438,1,200,80,1,40,80
1x200x240w1-40-80,main$async_dispatch_0_matmul_transpose_b_1x200x240_f64,12340,313742,1,200,240,1,40,80
1x200x400w1-40-80,main$async_dispatch_0_matmul_transpose_b_1x200x400_f64,20006,320631,1,200,400,1,40,80
1x200x560w1-40-80,main$async_dispatch_0_matmul_transpose_b_1x200x560_f64,27629,328727,1,200,560,1,40,80
1x200x720w1-40-80,main$async_dispatch_0_matmul_transpose_b_1x200x720_f64,35099,335074,1,200,720,1,40,80
1x240x80w1-40-80,main$async_dispatch_0_matmul_transpose_b_1x240x80_f64,5779,308763,1,240,80,1,40,80
1x240x240w1-40-80,main$async_dispatch_0_matmul_transpose_b_1x240x240_f64,14554,316916,1,240,240,1,40,80
1x240x400w1-40-80,main$async_dispatch_0_matmul_transpose_b_1x240x400_f64,23439,326637,1,240,400,1,40,80
1x240x560w1-40-80,main$async_dispatch_0_matmul_transpose_b_1x240x560_f64,32491,335120,1,240,560,1,40,80
1x240x720w1-40-80,main$async_dispatch_0_matmul_transpose_b_1x240x720_f64,41413,343351,1,240,720,1,40,80
1x280x80w1-40-80,main$async_dispatch_0_matmul_transpose_b_1x280x80_f64,6371,309143,1,280,80,1,40,80
1x280x240w1-40-80,main$async_dispatch_0_matmul_transpose_b_1x280x240_f64,16501,321753,1,280,240,1,40,80
1x280x400w1-40-80,main$async_dispatch_0_matmul_transpose_b_1x280x400_f64,26969,332208,1,280,400,1,40,80
1x280x560w1-40-80,main$async_dispatch_0_matmul_transpose_b_1x280x560_f64,37117,340614,1,280,560,1,40,80
1x280x720w1-40-80,main$async_dispatch_0_matmul_transpose_b_1x280x720_f64,47519,351213,1,280,720,1,40,80
1x320x80w1-40-80,main$async_dispatch_0_matmul_transpose_b_1x320x80_f64,7270,311583,1,320,80,1,40,80
1x320x240w1-40-80,main$async_dispatch_0_matmul_transpose_b_1x320x240_f64,18650,324759,1,320,240,1,40,80
1x320x400w1-40-80,main$async_dispatch_0_matmul_transpose_b_1x320x400_f64,30490,336248,1,320,400,1,40,80
1x320x560w1-40-80,main$async_dispatch_0_matmul_transpose_b_1x320x560_f64,41761,348490,1,320,560,1,40,80
1x320x720w1-40-80,main$async_dispatch_0_matmul_transpose_b_1x320x720_f64,53446,359367,1,320,720,1,40,80
1x360x80w1-40-80,main$async_dispatch_0_matmul_transpose_b_1x360x80_f64,8221,316197,1,360,80,1,40,80
1x360x240w1-40-80,main$async_dispatch_0_matmul_transpose_b_1x360x240_f64,20664,327741,1,360,240,1,40,80
1x360x400w1-40-80,main$async_dispatch_0_matmul_transpose_b_1x360x400_f64,33496,340053,1,360,400,1,40,80
1x360x560w1-40-80,main$async_dispatch_0_matmul_transpose_b_1x360x560_f64,46559,354037,1,360,560,1,40,80
1x360x720w1-40-80,main$async_dispatch_0_matmul_transpose_b_1x360x720_f64,59612,367170,1,360,720,1,40,80
1x40x85w1-40-85,main$async_dispatch_0_matmul_transpose_b_1x40x85_f64,1468,294847,1,40,85,1,40,85
1x40x255w1-40-85,main$async_dispatch_0_matmul_transpose_b_1x40x255_f64,2997,294605,1,40,255,1,40,85
1x40x425w1-40-85,main$async_dispatch_0_matmul_transpose_b_1x40x425_f64,4567,296664,1,40,425,1,40,85
1x40x595w1-40-85,main$async_dispatch_0_matmul_transpose_b_1x40x595_f64,6033,300241,1,40,595,1,40,85
1x40x765w1-40-85,main$async_dispatch_0_matmul_transpose_b_1x40x765_f64,7556,300404,1,40,765,1,40,85
1x80x85w1-40-85,main$async_dispatch_0_matmul_transpose_b_1x80x85_f64,2397,297958,1,80,85,1,40,85
1x80x255w1-40-85,main$async_dispatch_0_matmul_transpose_b_1x80x255_f64,5842,300802,1,80,255,1,40,85
1x80x425w1-40-85,main$async_dispatch_0_matmul_transpose_b_1x80x425_f64,9358,303942,1,80,425,1,40,85
1x80x595w1-40-85,main$async_dispatch_0_matmul_transpose_b_1x80x595_f64,12845,306978,1,80,595,1,40,85
1x80x765w1-40-85,main$async_dispatch_0_matmul_transpose_b_1x80x765_f64,16219,310635,1,80,765,1,40,85
1x120x85w1-40-85,main$async_dispatch_0_matmul_transpose_b_1x120x85_f64,3176,298137,1,120,85,1,40,85
1x120x255w1-40-85,main$async_dispatch_0_matmul_transpose_b_1x120x255_f64,7965,305067,1,120,255,1,40,85
1x120x425w1-40-85,main$async_dispatch_0_matmul_transpose_b_1x120x425_f64,12939,309375,1,120,425,1,40,85
1x120x595w1-40-85,main$async_dispatch_0_matmul_transpose_b_1x120x595_f64,17618,313384,1,120,595,1,40,85
1x120x765w1-40-85,main$async_dispatch_0_matmul_transpose_b_1x120x765_f64,22376,319450,1,120,765,1,40,85
1x160x85w1-40-85,main$async_dispatch_0_matmul_transpose_b_1x160x85_f64,3874,300937,1,160,85,1,40,85
1x160x255w1-40-85,main$async_dispatch_0_matmul_transpose_b_1x160x255_f64,10026,307733,1,160,255,1,40,85
1x160x425w1-40-85,main$async_dispatch_0_matmul_transpose_b_1x160x425_f64,16273,315193,1,160,425,1,40,85
1x160x595w1-40-85,main$async_dispatch_0_matmul_transpose_b_1x160x595_f64,22362,319743,1,160,595,1,40,85
1x160x765w1-40-85,main$async_dispatch_0_matmul_transpose_b_1x160x765_f64,28466,326595,1,160,765,1,40,85
1x200x85w1-40-85,main$async_dispatch_0_matmul_transpose_b_1x200x85_f64,4804,304609,1,200,85,1,40,85
1x200x255w1-40-85,main$async_dispatch_0_matmul_transpose_b_1x200x255_f64,12045,311760,1,200,255,1,40,85
1x200x425w1-40-85,main$async_dispatch_0_matmul_transpose_b_1x200x425_f64,19693,319732,1,200,425,1,40,85
1x200x595w1-40-85,main$async_dispatch_0_matmul_transpose_b_1x200x595_f64,27184,328184,1,200,595,1,40,85
1x200x765w1-40-85,main$async_dispatch_0_matmul_transpose_b_1x200x765_f64,34093,334325,1,200,765,1,40,85
1x240x85w1-40-85,main$async_dispatch_0_matmul_transpose_b_1x240x85_f64,5641,307893,1,240,85,1,40,85
1x240x255w1-40-85,main$async_dispatch_0_matmul_transpose_b_1x240x255_f64,14154,315573,1,240,255,1,40,85
1x240x425w1-40-85,main$async_dispatch_0_matmul_transpose_b_1x240x425_f64,23241,325282,1,240,425,1,40,85
1x240x595w1-40-85,main$async_dispatch_0_matmul_transpose_b_1x240x595_f64,31640,334420,1,240,595,1,40,85
1x240x765w1-40-85,main$async_dispatch_0_matmul_transpose_b_1x240x765_f64,40352,343379,1,240,765,1,40,85
1x280x85w1-40-85,main$async_dispatch_0_matmul_transpose_b_1x280x85_f64,6320,310217,1,280,85,1,40,85
1x280x255w1-40-85,main$async_dispatch_0_matmul_transpose_b_1x280x255_f64,16325,320360,1,280,255,1,40,85
1x280x425w1-40-85,main$async_dispatch_0_matmul_transpose_b_1x280x425_f64,26728,330361,1,280,425,1,40,85
1x280x595w1-40-85,main$async_dispatch_0_matmul_transpose_b_1x280x595_f64,36335,340332,1,280,595,1,40,85
1x280x765w1-40-85,main$async_dispatch_0_matmul_transpose_b_1x280x765_f64,46248,349684,1,280,765,1,40,85
1x320x85w1-40-85,main$async_dispatch_0_matmul_transpose_b_1x320x85_f64,7120,312867,1,320,85,1,40,85
1x320x255w1-40-85,main$async_dispatch_0_matmul_transpose_b_1x320x255_f64,18432,324537,1,320,255,1,40,85
1x320x425w1-40-85,main$async_dispatch_0_matmul_transpose_b_1x320x425_f64,29980,337134,1,320,425,1,40,85
1x320x595w1-40-85,main$async_dispatch_0_matmul_transpose_b_1x320x595_f64,41128,345822,1,320,595,1,40,85
1x320x765w1-40-85,main$async_dispatch_0_matmul_transpose_b_1x320x765_f64,52333,358192,1,320,765,1,40,85
1x360x85w1-40-85,main$async_dispatch_0_matmul_transpose_b_1x360x85_f64,7966,316105,1,360,85,1,40,85
1x360x255w1-40-85,main$async_dispatch_0_matmul_transpose_b_1x360x255_f64,20467,328107,1,360,255,1,40,85
1x360x425w1-40-85,main$async_dispatch_0_matmul_transpose_b_1x360x425_f64,33049,340963,1,360,425,1,40,85
1x360x595w1-40-85,main$async_dispatch_0_matmul_transpose_b_1x360x595_f64,45862,353076,1,360,595,1,40,85
1x360x765w1-40-85,main$async_dispatch_0_matmul_transpose_b_1x360x765_f64,58507,366590,1,360,765,1,40,85
1x40x90w1-40-90,main$async_dispatch_0_matmul_transpose_b_1x40x90_f64,1527,294037,1,40,90,1,40,90
1x40x270w1-40-90,main$async_dispatch_0_matmul_transpose_b_1x40x270_f64,3126,294893,1,40,270,1,40,90
1x40x450w1-40-90,main$async_dispatch_0_matmul_transpose_b_1x40x450_f64,4609,298145,1,40,450,1,40,90
1x40x630w1-40-90,main$async_dispatch_0_matmul_transpose_b_1x40x630_f64,6053,298616,1,40,630,1,40,90
1x40x810w1-40-90,main$async_dispatch_0_matmul_transpose_b_1x40x810_f64,7439,298540,1,40,810,1,40,90
1x80x90w1-40-90,main$async_dispatch_0_matmul_transpose_b_1x80x90_f64,2495,296330,1,80,90,1,40,90
1x80x270w1-40-90,main$async_dispatch_0_matmul_transpose_b_1x80x270_f64,5960,301869,1,80,270,1,40,90
1x80x450w1-40-90,main$async_dispatch_0_matmul_transpose_b_1x80x450_f64,9560,304965,1,80,450,1,40,90
1x80x630w1-40-90,main$async_dispatch_0_matmul_transpose_b_1x80x630_f64,13126,308974,1,80,630,1,40,90
1x80x810w1-40-90,main$async_dispatch_0_matmul_transpose_b_1x80x810_f64,16608,311285,1,80,810,1,40,90
1x120x90w1-40-90,main$async_dispatch_0_matmul_transpose_b_1x120x90_f64,3349,300450,1,120,90,1,40,90
1x120x270w1-40-90,main$async_dispatch_0_matmul_transpose_b_1x120x270_f64,8222,304732,1,120,270,1,40,90
1x120x450w1-40-90,main$async_dispatch_0_matmul_transpose_b_1x120x450_f64,13076,308850,1,120,450,1,40,90
1x120x630w1-40-90,main$async_dispatch_0_matmul_transpose_b_1x120x630_f64,18027,314288,1,120,630,1,40,90
1x120x810w1-40-90,main$async_dispatch_0_matmul_transpose_b_1x120x810_f64,23009,319912,1,120,810,1,40,90
1x160x90w1-40-90,main$async_dispatch_0_matmul_transpose_b_1x160x90_f64,4011,302819,1,160,90,1,40,90
1x160x270w1-40-90,main$async_dispatch_0_matmul_transpose_b_1x160x270_f64,10194,308537,1,160,270,1,40,90
1x160x450w1-40-90,main$async_dispatch_0_matmul_transpose_b_1x160x450_f64,16447,315306,1,160,450,1,40,90
1x160x630w1-40-90,main$async_dispatch_0_matmul_transpose_b_1x160x630_f64,22848,320909,1,160,630,1,40,90
1x160x810w1-40-90,main$async_dispatch_0_matmul_transpose_b_1x160x810_f64,28999,327981,1,160,810,1,40,90
1x200x90w1-40-90,main$async_dispatch_0_matmul_transpose_b_1x200x90_f64,4957,304667,1,200,90,1,40,90
1x200x270w1-40-90,main$async_dispatch_0_matmul_transpose_b_1x200x270_f64,12365,312948,1,200,270,1,40,90
1x200x450w1-40-90,main$async_dispatch_0_matmul_transpose_b_1x200x450_f64,19957,320661,1,200,450,1,40,90
1x200x630w1-40-90,main$async_dispatch_0_matmul_transpose_b_1x200x630_f64,19957,320661,1,200,630,1,40,90
1x200x810w1-40-90,main$async_dispatch_0_matmul_transpose_b_1x200x810_f64,34805,335460,1,200,810,1,40,90
1x240x90w1-40-90,main$async_dispatch_0_matmul_transpose_b_1x240x90_f64,5848,308009,1,240,90,1,40,90
1x240x270w1-40-90,main$async_dispatch_0_matmul_transpose_b_1x240x270_f64,14498,316209,1,240,270,1,40,90
1x240x450w1-40-90,main$async_dispatch_0_matmul_transpose_b_1x240x450_f64,23353,325083,1,240,450,1,40,90
1x240x630w1-40-90,main$async_dispatch_0_matmul_transpose_b_1x240x630_f64,32106,335154,1,240,630,1,40,90
1x240x810w1-40-90,main$async_dispatch_0_matmul_transpose_b_1x240x810_f64,41038,343280,1,240,810,1,40,90
1x280x90w1-40-90,main$async_dispatch_0_matmul_transpose_b_1x280x90_f64,6432,310221,1,280,90,1,40,90
1x280x270w1-40-90,main$async_dispatch_0_matmul_transpose_b_1x280x270_f64,16602,320150,1,280,270,1,40,90
1x280x450w1-40-90,main$async_dispatch_0_matmul_transpose_b_1x280x450_f64,26986,331514,1,280,450,1,40,90
1x280x630w1-40-90,main$async_dispatch_0_matmul_transpose_b_1x280x630_f64,36965,339785,1,280,630,1,40,90
1x280x810w1-40-90,main$async_dispatch_0_matmul_transpose_b_1x280x810_f64,47145,351720,1,280,810,1,40,90
1x320x90w1-40-90,main$async_dispatch_0_matmul_transpose_b_1x320x90_f64,47145,351720,1,320,90,1,40,90
1x320x270w1-40-90,main$async_dispatch_0_matmul_transpose_b_1x320x270_f64,18580,325532,1,320,270,1,40,90
1x320x450w1-40-90,main$async_dispatch_0_matmul_transpose_b_1x320x450_f64,30272,336086,1,320,450,1,40,90
1x320x630w1-40-90,main$async_dispatch_0_matmul_transpose_b_1x320x630_f64,41678,347284,1,320,630,1,40,90
1x320x810w1-40-90,main$async_dispatch_0_matmul_transpose_b_1x320x810_f64,53058,357734,1,320,810,1,40,90
1x360x90w1-40-90,main$async_dispatch_0_matmul_transpose_b_1x360x90_f64,8252,315760,1,360,90,1,40,90
1x360x270w1-40-90,main$async_dispatch_0_matmul_transpose_b_1x360x270_f64,20868,328898,1,360,270,1,40,90
1x360x450w1-40-90,main$async_dispatch_0_matmul_transpose_b_1x360x450_f64,33475,342014,1,360,450,1,40,90
1x360x630w1-40-90,main$async_dispatch_0_matmul_transpose_b_1x360x630_f64,46702,354796,1,360,630,1,40,90
1x360x810w1-40-90,main$async_dispatch_0_matmul_transpose_b_1x360x810_f64,59552,368336,1,360,810,1,40,90
1x40x95w1-40-95,main$async_dispatch_0_matmul_transpose_b_1x40x95_f64,1599,294028,1,40,95,1,40,95
1x40x285w1-40-95,main$async_dispatch_0_matmul_transpose_b_1x40x285_f64,3278,295271,1,40,285,1,40,95
1x40x475w1-40-95,main$async_dispatch_0_matmul_transpose_b_1x40x475_f64,4891,298799,1,40,475,1,40,95
1x40x665w1-40-95,main$async_dispatch_0_matmul_transpose_b_1x40x665_f64,6384,299687,1,40,665,1,40,95
1x40x855w1-40-95,main$async_dispatch_0_matmul_transpose_b_1x40x855_f64,7842,300462,1,40,855,1,40,95
1x80x95w1-40-95,main$async_dispatch_0_matmul_transpose_b_1x80x95_f64,2587,296109,1,80,95,1,40,95
1x80x285w1-40-95,main$async_dispatch_0_matmul_transpose_b_1x80x285_f64,6359,300535,1,80,285,1,40,95
1x80x475w1-40-95,main$async_dispatch_0_matmul_transpose_b_1x80x475_f64,10120,304180,1,80,475,1,40,95
1x80x665w1-40-95,main$async_dispatch_0_matmul_transpose_b_1x80x665_f64,13904,309032,1,80,665,1,40,95
1x80x855w1-40-95,main$async_dispatch_0_matmul_transpose_b_1x80x855_f64,17637,312178,1,80,855,1,40,95
1x120x95w1-40-95,main$async_dispatch_0_matmul_transpose_b_1x120x95_f64,3479,300605,1,120,95,1,40,95
1x120x285w1-40-95,main$async_dispatch_0_matmul_transpose_b_1x120x285_f64,8604,305423,1,120,285,1,40,95
1x120x475w1-40-95,main$async_dispatch_0_matmul_transpose_b_1x120x475_f64,13818,309912,1,120,475,1,40,95
1x120x665w1-40-95,main$async_dispatch_0_matmul_transpose_b_1x120x665_f64,19071,316526,1,120,665,1,40,95
1x120x855w1-40-95,main$async_dispatch_0_matmul_transpose_b_1x120x855_f64,24180,320269,1,120,855,1,40,95
1x160x95w1-40-95,main$async_dispatch_0_matmul_transpose_b_1x160x95_f64,4185,301603,1,160,95,1,40,95
1x160x285w1-40-95,main$async_dispatch_0_matmul_transpose_b_1x160x285_f64,10929,308783,1,160,285,1,40,95
1x160x475w1-40-95,main$async_dispatch_0_matmul_transpose_b_1x160x475_f64,17517,316401,1,160,475,1,40,95
1x160x665w1-40-95,main$async_dispatch_0_matmul_transpose_b_1x160x665_f64,24136,322407,1,160,665,1,40,95
1x160x855w1-40-95,main$async_dispatch_0_matmul_transpose_b_1x160x855_f64,30742,328641,1,160,855,1,40,95
1x200x95w1-40-95,main$async_dispatch_0_matmul_transpose_b_1x200x95_f64,5084,304655,1,200,95,1,40,95
1x200x285w1-40-95,main$async_dispatch_0_matmul_transpose_b_1x200x285_f64,12906,314303,1,200,285,1,40,95
1x200x475w1-40-95,main$async_dispatch_0_matmul_transpose_b_1x200x475_f64,21072,320814,1,200,475,1,40,95
1x200x665w1-40-95,main$async_dispatch_0_matmul_transpose_b_1x200x665_f64,29147,328534,1,200,665,1,40,95
1x200x855w1-40-95,main$async_dispatch_0_matmul_transpose_b_1x200x855_f64,36788,336899,1,200,855,1,40,95
1x240x95w1-40-95,main$async_dispatch_0_matmul_transpose_b_1x240x95_f64,6064,307963,1,240,95,1,40,95
1x240x285w1-40-95,main$async_dispatch_0_matmul_transpose_b_1x240x285_f64,15358,316673,1,240,285,1,40,95
1x240x475w1-40-95,main$async_dispatch_0_matmul_transpose_b_1x240x475_f64,24844,326438,1,240,475,1,40,95
1x240x665w1-40-95,main$async_dispatch_0_matmul_transpose_b_1x240x665_f64,34018,336930,1,240,665,1,40,95
1x240x855w1-40-95,main$async_dispatch_0_matmul_transpose_b_1x240x855_f64,34018,336930,1,240,855,1,40,95
1x280x95w1-40-95,main$async_dispatch_0_matmul_transpose_b_1x280x95_f64,6768,310689,1,280,95,1,40,95
1x280x285w1-40-95,main$async_dispatch_0_matmul_transpose_b_1x280x285_f64,17459,321819,1,280,285,1,40,95
1x280x475w1-40-95,main$async_dispatch_0_matmul_transpose_b_1x280x475_f64,28549,333195,1,280,475,1,40,95
1x280x665w1-40-95,main$async_dispatch_0_matmul_transpose_b_1x280x665_f64,38876,342400,1,280,665,1,40,95
1x280x855w1-40-95,main$async_dispatch_0_matmul_transpose_b_1x280x855_f64,49702,353843,1,280,855,1,40,95
1x320x95w1-40-95,main$async_dispatch_0_matmul_transpose_b_1x320x95_f64,7312,312573,1,320,95,1,40,95
1x320x285w1-40-95,main$async_dispatch_0_matmul_transpose_b_1x320x285_f64,19589,326331,1,320,285,1,40,95
