JSON Name,Kernel Name,Kernel Time,Total Time,M,N,K,m,n,k
1x448x765w1-56-85,main$async_dispatch_0_matmul_transpose_b_1x448x765_f64,70298,382289,1,448,765,1,56,85
1x504x85w1-56-85,main$async_dispatch_0_matmul_transpose_b_1x504x85_f64,10082,324111,1,504,85,1,56,85
1x504x255w1-56-85,main$async_dispatch_0_matmul_transpose_b_1x504x255_f64,26993,341894,1,504,255,1,56,85
1x504x425w1-56-85,main$async_dispatch_0_matmul_transpose_b_1x504x425_f64,44134,357608,1,504,425,1,56,85
1x504x595w1-56-85,main$async_dispatch_0_matmul_transpose_b_1x504x595_f64,61178,374418,1,504,595,1,56,85
1x504x765w1-56-85,main$async_dispatch_0_matmul_transpose_b_1x504x765_f64,78334,392072,1,504,765,1,56,85
1x56x90w1-56-90,main$async_dispatch_0_matmul_transpose_b_1x56x90_f64,1917,295931,1,56,90,1,56,90
1x56x270w1-56-90,main$async_dispatch_0_matmul_transpose_b_1x56x270_f64,3890,298068,1,56,270,1,56,90
1x56x450w1-56-90,main$async_dispatch_0_matmul_transpose_b_1x56x450_f64,3890,298068,1,56,450,1,56,90
1x56x630w1-56-90,main$async_dispatch_0_matmul_transpose_b_1x56x630_f64,7763,301839,1,56,630,1,56,90
1x56x810w1-56-90,main$async_dispatch_0_matmul_transpose_b_1x56x810_f64,9688,304447,1,56,810,1,56,90
1x112x90w1-56-90,main$async_dispatch_0_matmul_transpose_b_1x112x90_f64,3259,299601,1,112,90,1,56,90
1x112x270w1-56-90,main$async_dispatch_0_matmul_transpose_b_1x112x270_f64,7897,303831,1,112,270,1,56,90
1x112x450w1-56-90,main$async_dispatch_0_matmul_transpose_b_1x112x450_f64,12697,308800,1,112,450,1,56,90
1x112x630w1-56-90,main$async_dispatch_0_matmul_transpose_b_1x112x630_f64,17616,314867,1,112,630,1,56,90
1x112x810w1-56-90,main$async_dispatch_0_matmul_transpose_b_1x112x810_f64,22313,318158,1,112,810,1,56,90
1x168x90w1-56-90,main$async_dispatch_0_matmul_transpose_b_1x168x90_f64,4466,305691,1,168,90,1,56,90
1x168x270w1-56-90,main$async_dispatch_0_matmul_transpose_b_1x168x270_f64,10674,310278,1,168,270,1,56,90
1x168x450w1-56-90,main$async_dispatch_0_matmul_transpose_b_1x168x450_f64,17504,317059,1,168,450,1,56,90
1x168x630w1-56-90,main$async_dispatch_0_matmul_transpose_b_1x168x630_f64,24017,322438,1,168,630,1,56,90
1x168x810w1-56-90,main$async_dispatch_0_matmul_transpose_b_1x168x810_f64,30748,330577,1,168,810,1,56,90
1x224x90w1-56-90,main$async_dispatch_0_matmul_transpose_b_1x224x90_f64,5197,305677,1,224,90,1,56,90
1x224x270w1-56-90,main$async_dispatch_0_matmul_transpose_b_1x224x270_f64,13581,314961,1,224,270,1,56,90
1x224x450w1-56-90,main$async_dispatch_0_matmul_transpose_b_1x224x450_f64,21928,322679,1,224,450,1,56,90
1x224x630w1-56-90,main$async_dispatch_0_matmul_transpose_b_1x224x630_f64,30525,331575,1,224,630,1,56,90
1x224x810w1-56-90,main$async_dispatch_0_matmul_transpose_b_1x224x810_f64,38951,341208,1,224,810,1,56,90
1x280x90w1-56-90,main$async_dispatch_0_matmul_transpose_b_1x280x90_f64,6294,308306,1,280,90,1,56,90
1x280x270w1-56-90,main$async_dispatch_0_matmul_transpose_b_1x280x270_f64,16401,319494,1,280,270,1,56,90
1x280x450w1-56-90,main$async_dispatch_0_matmul_transpose_b_1x280x450_f64,26675,330172,1,280,450,1,56,90
1x280x630w1-56-90,main$async_dispatch_0_matmul_transpose_b_1x280x630_f64,36840,340126,1,280,630,1,56,90
1x280x810w1-56-90,main$async_dispatch_0_matmul_transpose_b_1x280x810_f64,47105,350107,1,280,810,1,56,90
1x336x90w1-56-90,main$async_dispatch_0_matmul_transpose_b_1x336x90_f64,7152,312540,1,336,90,1,56,90
1x336x270w1-56-90,main$async_dispatch_0_matmul_transpose_b_1x336x270_f64,19414,326910,1,336,270,1,56,90
1x336x450w1-56-90,main$async_dispatch_0_matmul_transpose_b_1x336x450_f64,31177,335744,1,336,450,1,56,90
1x336x630w1-56-90,main$async_dispatch_0_matmul_transpose_b_1x336x630_f64,43055,349263,1,336,630,1,56,90
1x336x810w1-56-90,main$async_dispatch_0_matmul_transpose_b_1x336x810_f64,54948,362461,1,336,810,1,56,90
1x392x90w1-56-90,main$async_dispatch_0_matmul_transpose_b_1x392x90_f64,8246,316029,1,392,90,1,56,90
1x392x270w1-56-90,main$async_dispatch_0_matmul_transpose_b_1x392x270_f64,21759,330419,1,392,270,1,56,90
1x392x450w1-56-90,main$async_dispatch_0_matmul_transpose_b_1x392x450_f64,35847,345063,1,392,450,1,56,90
1x392x630w1-56-90,main$async_dispatch_0_matmul_transpose_b_1x392x630_f64,49422,357811,1,392,630,1,56,90
1x392x810w1-56-90,main$async_dispatch_0_matmul_transpose_b_1x392x810_f64,63248,371284,1,392,810,1,56,90
1x448x90w1-56-90,main$async_dispatch_0_matmul_transpose_b_1x448x90_f64,9492,320236,1,448,90,1,56,90
1x448x270w1-56-90,main$async_dispatch_0_matmul_transpose_b_1x448x270_f64,24594,335700,1,448,270,1,56,90
1x448x450w1-56-90,main$async_dispatch_0_matmul_transpose_b_1x448x450_f64,40259,351526,1,448,450,1,56,90
1x448x630w1-56-90,main$async_dispatch_0_matmul_transpose_b_1x448x630_f64,55727,367437,1,448,630,1,56,90
1x448x810w1-56-90,main$async_dispatch_0_matmul_transpose_b_1x448x810_f64,71173,383969,1,448,810,1,56,90
1x504x90w1-56-90,main$async_dispatch_0_matmul_transpose_b_1x504x90_f64,10355,324675,1,504,90,1,56,90
1x504x270w1-56-90,main$async_dispatch_0_matmul_transpose_b_1x504x270_f64,27565,341219,1,504,270,1,56,90
1x504x450w1-56-90,main$async_dispatch_0_matmul_transpose_b_1x504x450_f64,44839,358822,1,504,450,1,56,90
1x504x630w1-56-90,main$async_dispatch_0_matmul_transpose_b_1x504x630_f64,62329,375976,1,504,630,1,56,90
1x504x810w1-56-90,main$async_dispatch_0_matmul_transpose_b_1x504x810_f64,79880,392138,1,504,810,1,56,90
1x56x95w1-56-95,main$async_dispatch_0_matmul_transpose_b_1x56x95_f64,1980,294992,1,56,95,1,56,95
1x56x285w1-56-95,main$async_dispatch_0_matmul_transpose_b_1x56x285_f64,4164,297156,1,56,285,1,56,95
1x56x475w1-56-95,main$async_dispatch_0_matmul_transpose_b_1x56x475_f64,6161,298731,1,56,475,1,56,95
1x56x665w1-56-95,main$async_dispatch_0_matmul_transpose_b_1x56x665_f64,8234,302518,1,56,665,1,56,95
1x56x855w1-56-95,main$async_dispatch_0_matmul_transpose_b_1x56x855_f64,10392,304897,1,56,855,1,56,95
1x112x95w1-56-95,main$async_dispatch_0_matmul_transpose_b_1x112x95_f64,3519,299156,1,112,95,1,56,95
1x112x285w1-56-95,main$async_dispatch_0_matmul_transpose_b_1x112x285_f64,8550,305120,1,112,285,1,56,95
1x112x475w1-56-95,main$async_dispatch_0_matmul_transpose_b_1x112x475_f64,13540,309065,1,112,475,1,56,95
1x112x665w1-56-95,main$async_dispatch_0_matmul_transpose_b_1x112x665_f64,18677,315754,1,112,665,1,56,95
1x112x855w1-56-95,main$async_dispatch_0_matmul_transpose_b_1x112x855_f64,23540,319533,1,112,855,1,56,95
1x168x95w1-56-95,main$async_dispatch_0_matmul_transpose_b_1x168x95_f64,4744,306320,1,168,95,1,56,95
1x168x285w1-56-95,main$async_dispatch_0_matmul_transpose_b_1x168x285_f64,11361,310348,1,168,285,1,56,95
1x168x475w1-56-95,main$async_dispatch_0_matmul_transpose_b_1x168x475_f64,18564,317094,1,168,475,1,56,95
1x168x665w1-56-95,main$async_dispatch_0_matmul_transpose_b_1x168x665_f64,25466,324832,1,168,665,1,56,95
1x168x855w1-56-95,main$async_dispatch_0_matmul_transpose_b_1x168x855_f64,32508,331466,1,168,855,1,56,95
1x224x95w1-56-95,main$async_dispatch_0_matmul_transpose_b_1x224x95_f64,5616,306858,1,224,95,1,56,95
1x224x285w1-56-95,main$async_dispatch_0_matmul_transpose_b_1x224x285_f64,14505,316531,1,224,285,1,56,95
1x224x475w1-56-95,main$async_dispatch_0_matmul_transpose_b_1x224x475_f64,23383,324399,1,224,475,1,56,95
1x224x665w1-56-95,main$async_dispatch_0_matmul_transpose_b_1x224x665_f64,32411,333782,1,224,665,1,56,95
1x224x855w1-56-95,main$async_dispatch_0_matmul_transpose_b_1x224x855_f64,41345,342081,1,224,855,1,56,95
1x280x95w1-56-95,main$async_dispatch_0_matmul_transpose_b_1x280x95_f64,6883,311501,1,280,95,1,56,95
1x280x285w1-56-95,main$async_dispatch_0_matmul_transpose_b_1x280x285_f64,6883,311501,1,280,285,1,56,95
1x280x475w1-56-95,main$async_dispatch_0_matmul_transpose_b_1x280x475_f64,28251,331486,1,280,475,1,56,95
1x280x665w1-56-95,main$async_dispatch_0_matmul_transpose_b_1x280x665_f64,39254,342970,1,280,665,1,56,95
1x280x855w1-56-95,main$async_dispatch_0_matmul_transpose_b_1x280x855_f64,49777,353685,1,280,855,1,56,95
1x336x95w1-56-95,main$async_dispatch_0_matmul_transpose_b_1x336x95_f64,7778,313582,1,336,95,1,56,95
1x336x285w1-56-95,main$async_dispatch_0_matmul_transpose_b_1x336x285_f64,20686,328583,1,336,285,1,56,95
1x336x475w1-56-95,main$async_dispatch_0_matmul_transpose_b_1x336x475_f64,33186,338832,1,336,475,1,56,95
1x336x665w1-56-95,main$async_dispatch_0_matmul_transpose_b_1x336x665_f64,33186,338832,1,336,665,1,56,95
1x336x855w1-56-95,main$async_dispatch_0_matmul_transpose_b_1x336x855_f64,58666,365421,1,336,855,1,56,95
1x392x95w1-56-95,main$async_dispatch_0_matmul_transpose_b_1x392x95_f64,8861,318056,1,392,95,1,56,95
1x392x285w1-56-95,main$async_dispatch_0_matmul_transpose_b_1x392x285_f64,23217,331977,1,392,285,1,56,95
1x392x475w1-56-95,main$async_dispatch_0_matmul_transpose_b_1x392x475_f64,38030,346800,1,392,475,1,56,95
1x392x665w1-56-95,main$async_dispatch_0_matmul_transpose_b_1x392x665_f64,52707,361092,1,392,665,1,56,95
1x392x855w1-56-95,main$async_dispatch_0_matmul_transpose_b_1x392x855_f64,67346,375790,1,392,855,1,56,95
1x448x95w1-56-95,main$async_dispatch_0_matmul_transpose_b_1x448x95_f64,10205,321166,1,448,95,1,56,95
1x448x285w1-56-95,main$async_dispatch_0_matmul_transpose_b_1x448x285_f64,26354,337032,1,448,285,1,56,95
1x448x475w1-56-95,main$async_dispatch_0_matmul_transpose_b_1x448x475_f64,43184,353061,1,448,475,1,56,95
1x448x665w1-56-95,main$async_dispatch_0_matmul_transpose_b_1x448x665_f64,59424,371475,1,448,665,1,56,95
1x448x855w1-56-95,main$async_dispatch_0_matmul_transpose_b_1x448x855_f64,75982,388210,1,448,855,1,56,95
1x504x95w1-56-95,main$async_dispatch_0_matmul_transpose_b_1x504x95_f64,11030,324800,1,504,95,1,56,95
1x504x285w1-56-95,main$async_dispatch_0_matmul_transpose_b_1x504x285_f64,29254,343087,1,504,285,1,56,95
1x504x475w1-56-95,main$async_dispatch_0_matmul_transpose_b_1x504x475_f64,47588,360827,1,504,475,1,56,95
1x504x665w1-56-95,main$async_dispatch_0_matmul_transpose_b_1x504x665_f64,66258,379752,1,504,665,1,56,95
1x504x855w1-56-95,main$async_dispatch_0_matmul_transpose_b_1x504x855_f64,84907,398642,1,504,855,1,56,95
1x56x100w1-56-100,main$async_dispatch_0_matmul_transpose_b_1x56x100_f64,2055,295969,1,56,100,1,56,100
1x56x300w1-56-100,main$async_dispatch_0_matmul_transpose_b_1x56x300_f64,4239,298736,1,56,300,1,56,100
1x56x500w1-56-100,main$async_dispatch_0_matmul_transpose_b_1x56x500_f64,6307,300576,1,56,500,1,56,100
1x56x700w1-56-100,main$async_dispatch_0_matmul_transpose_b_1x56x700_f64,8178,302265,1,56,700,1,56,100
1x56x900w1-56-100,main$async_dispatch_0_matmul_transpose_b_1x56x900_f64,10196,305223,1,56,900,1,56,100
1x112x100w1-56-100,main$async_dispatch_0_matmul_transpose_b_1x112x100_f64,3529,299595,1,112,100,1,56,100
1x112x300w1-56-100,main$async_dispatch_0_matmul_transpose_b_1x112x300_f64,8379,304601,1,112,300,1,56,100
1x112x500w1-56-100,main$async_dispatch_0_matmul_transpose_b_1x112x500_f64,13557,309638,1,112,500,1,56,100
1x112x700w1-56-100,main$async_dispatch_0_matmul_transpose_b_1x112x700_f64,18643,314016,1,112,700,1,56,100
1x112x900w1-56-100,main$async_dispatch_0_matmul_transpose_b_1x112x900_f64,23801,319125,1,112,900,1,56,100
1x168x100w1-56-100,main$async_dispatch_0_matmul_transpose_b_1x168x100_f64,4810,306515,1,168,100,1,56,100
1x168x300w1-56-100,main$async_dispatch_0_matmul_transpose_b_1x168x300_f64,11299,310521,1,168,300,1,56,100
1x168x500w1-56-100,main$async_dispatch_0_matmul_transpose_b_1x168x500_f64,18441,317639,1,168,500,1,56,100
1x168x700w1-56-100,main$async_dispatch_0_matmul_transpose_b_1x168x700_f64,25399,324002,1,168,700,1,56,100
1x168x900w1-56-100,main$async_dispatch_0_matmul_transpose_b_1x168x900_f64,32425,331188,1,168,900,1,56,100
1x224x100w1-56-100,main$async_dispatch_0_matmul_transpose_b_1x224x100_f64,5550,305936,1,224,100,1,56,100
1x224x300w1-56-100,main$async_dispatch_0_matmul_transpose_b_1x224x300_f64,14181,315617,1,224,300,1,56,100
1x224x500w1-56-100,main$async_dispatch_0_matmul_transpose_b_1x224x500_f64,22998,325154,1,224,500,1,56,100
1x224x700w1-56-100,main$async_dispatch_0_matmul_transpose_b_1x224x700_f64,31958,332573,1,224,700,1,56,100
1x224x900w1-56-100,main$async_dispatch_0_matmul_transpose_b_1x224x900_f64,40828,340894,1,224,900,1,56,100
1x280x100w1-56-100,main$async_dispatch_0_matmul_transpose_b_1x280x100_f64,6877,310893,1,280,100,1,56,100
1x280x300w1-56-100,main$async_dispatch_0_matmul_transpose_b_1x280x300_f64,17154,320590,1,280,300,1,56,100
1x280x500w1-56-100,main$async_dispatch_0_matmul_transpose_b_1x280x500_f64,27861,331160,1,280,500,1,56,100
1x280x700w1-56-100,main$async_dispatch_0_matmul_transpose_b_1x280x700_f64,38648,342813,1,280,700,1,56,100
1x280x900w1-56-100,main$async_dispatch_0_matmul_transpose_b_1x280x900_f64,49078,353137,1,280,900,1,56,100
1x336x100w1-56-100,main$async_dispatch_0_matmul_transpose_b_1x336x100_f64,7621,312711,1,336,100,1,56,100
1x336x300w1-56-100,main$async_dispatch_0_matmul_transpose_b_1x336x300_f64,20367,326378,1,336,300,1,56,100
1x336x500w1-56-100,main$async_dispatch_0_matmul_transpose_b_1x336x500_f64,32503,338092,1,336,500,1,56,100
1x336x700w1-56-100,main$async_dispatch_0_matmul_transpose_b_1x336x700_f64,44729,352292,1,336,700,1,56,100
1x336x900w1-56-100,main$async_dispatch_0_matmul_transpose_b_1x336x900_f64,57268,364260,1,336,900,1,56,100
1x392x100w1-56-100,main$async_dispatch_0_matmul_transpose_b_1x392x100_f64,8902,318343,1,392,100,1,56,100
1x392x300w1-56-100,main$async_dispatch_0_matmul_transpose_b_1x392x300_f64,22733,331750,1,392,300,1,56,100
1x392x500w1-56-100,main$async_dispatch_0_matmul_transpose_b_1x392x500_f64,37256,346167,1,392,500,1,56,100
1x392x700w1-56-100,main$async_dispatch_0_matmul_transpose_b_1x392x700_f64,51375,360005,1,392,700,1,56,100
1x392x900w1-56-100,main$async_dispatch_0_matmul_transpose_b_1x392x900_f64,65822,374024,1,392,900,1,56,100
1x448x100w1-56-100,main$async_dispatch_0_matmul_transpose_b_1x448x100_f64,0,551967,1,448,100,1,56,100
1x448x300w1-56-100,main$async_dispatch_0_matmul_transpose_b_1x448x300_f64,0,1011219,1,448,300,1,56,100
1x448x500w1-56-100,main$async_dispatch_0_matmul_transpose_b_1x448x500_f64,0,1503065,1,448,500,1,56,100
1x448x700w1-56-100,main$async_dispatch_0_matmul_transpose_b_1x448x700_f64,0,1973876,1,448,700,1,56,100
1x448x900w1-56-100,main$async_dispatch_0_matmul_transpose_b_1x448x900_f64,0,2446433,1,448,900,1,56,100
1x504x100w1-56-100,main$async_dispatch_0_matmul_transpose_b_1x504x100_f64,0,587178,1,504,100,1,56,100
1x504x300w1-56-100,main$async_dispatch_0_matmul_transpose_b_1x504x300_f64,0,1125629,1,504,300,1,56,100
1x504x500w1-56-100,main$async_dispatch_0_matmul_transpose_b_1x504x500_f64,0,1665588,1,504,500,1,56,100
1x504x700w1-56-100,main$async_dispatch_0_matmul_transpose_b_1x504x700_f64,0,2201553,1,504,700,1,56,100
1x504x900w1-56-100,main$async_dispatch_0_matmul_transpose_b_1x504x900_f64,0,2739041,1,504,900,1,56,100
1x56x105w1-56-105,main$async_dispatch_0_matmul_transpose_b_1x56x105_f64,2130,296054,1,56,105,1,56,105
1x56x315w1-56-105,main$async_dispatch_0_matmul_transpose_b_1x56x315_f64,4398,298197,1,56,315,1,56,105
1x56x525w1-56-105,main$async_dispatch_0_matmul_transpose_b_1x56x525_f64,6494,301334,1,56,525,1,56,105
1x56x735w1-56-105,main$async_dispatch_0_matmul_transpose_b_1x56x735_f64,8599,302064,1,56,735,1,56,105
1x56x945w1-56-105,main$async_dispatch_0_matmul_transpose_b_1x56x945_f64,10701,305023,1,56,945,1,56,105
1x112x105w1-56-105,main$async_dispatch_0_matmul_transpose_b_1x112x105_f64,3682,299816,1,112,105,1,56,105
1x112x315w1-56-105,main$async_dispatch_0_matmul_transpose_b_1x112x315_f64,3682,299816,1,112,315,1,56,105
1x112x525w1-56-105,main$async_dispatch_0_matmul_transpose_b_1x112x525_f64,14242,310912,1,112,525,1,56,105
1x112x735w1-56-105,main$async_dispatch_0_matmul_transpose_b_1x112x735_f64,19645,315317,1,112,735,1,56,105
1x112x945w1-56-105,main$async_dispatch_0_matmul_transpose_b_1x112x945_f64,25067,320383,1,112,945,1,56,105
1x168x105w1-56-105,main$async_dispatch_0_matmul_transpose_b_1x168x105_f64,4862,303695,1,168,105,1,56,105
1x168x315w1-56-105,main$async_dispatch_0_matmul_transpose_b_1x168x315_f64,11936,310249,1,168,315,1,56,105
1x168x525w1-56-105,main$async_dispatch_0_matmul_transpose_b_1x168x525_f64,19355,317368,1,168,525,1,56,105
1x168x735w1-56-105,main$async_dispatch_0_matmul_transpose_b_1x168x735_f64,26746,325007,1,168,735,1,56,105
1x168x945w1-56-105,main$async_dispatch_0_matmul_transpose_b_1x168x945_f64,34171,331994,1,168,945,1,56,105
1x224x105w1-56-105,main$async_dispatch_0_matmul_transpose_b_1x224x105_f64,0,427855,1,224,105,1,56,105
1x224x315w1-56-105,main$async_dispatch_0_matmul_transpose_b_1x224x315_f64,0,667370,1,224,315,1,56,105
1x224x525w1-56-105,main$async_dispatch_0_matmul_transpose_b_1x224x525_f64,0,923034,1,224,525,1,56,105
1x224x735w1-56-105,main$async_dispatch_0_matmul_transpose_b_1x224x735_f64,0,1171182,1,224,735,1,56,105
1x224x945w1-56-105,main$async_dispatch_0_matmul_transpose_b_1x224x945_f64,0,1418330,1,224,945,1,56,105
1x280x105w1-56-105,main$async_dispatch_0_matmul_transpose_b_1x280x105_f64,0,461069,1,280,105,1,56,105
1x280x315w1-56-105,main$async_dispatch_0_matmul_transpose_b_1x280x315_f64,0,764726,1,280,315,1,56,105
1x280x525w1-56-105,main$async_dispatch_0_matmul_transpose_b_1x280x525_f64,0,1069670,1,280,525,1,56,105
1x280x735w1-56-105,main$async_dispatch_0_matmul_transpose_b_1x280x735_f64,0,1373598,1,280,735,1,56,105
1x280x945w1-56-105,main$async_dispatch_0_matmul_transpose_b_1x280x945_f64,0,1679586,1,280,945,1,56,105
1x336x105w1-56-105,main$async_dispatch_0_matmul_transpose_b_1x336x105_f64,0,499755,1,336,105,1,56,105
1x336x315w1-56-105,main$async_dispatch_0_matmul_transpose_b_1x336x315_f64,0,868666,1,336,315,1,56,105
1x336x525w1-56-105,main$async_dispatch_0_matmul_transpose_b_1x336x525_f64,0,1269278,1,336,525,1,56,105
1x336x735w1-56-105,main$async_dispatch_0_matmul_transpose_b_1x336x735_f64,0,1654072,1,336,735,1,56,105
1x336x945w1-56-105,main$async_dispatch_0_matmul_transpose_b_1x336x945_f64,0,2037591,1,336,945,1,56,105
1x392x105w1-56-105,main$async_dispatch_0_matmul_transpose_b_1x392x105_f64,0,528147,1,392,105,1,56,105
1x392x315w1-56-105,main$async_dispatch_0_matmul_transpose_b_1x392x315_f64,0,953485,1,392,315,1,56,105
1x392x525w1-56-105,main$async_dispatch_0_matmul_transpose_b_1x392x525_f64,0,1380388,1,392,525,1,56,105
1x392x735w1-56-105,main$async_dispatch_0_matmul_transpose_b_1x392x735_f64,0,1806977,1,392,735,1,56,105
1x392x945w1-56-105,main$async_dispatch_0_matmul_transpose_b_1x392x945_f64,0,2234741,1,392,945,1,56,105
1x448x105w1-56-105,main$async_dispatch_0_matmul_transpose_b_1x448x105_f64,0,565649,1,448,105,1,56,105
1x448x315w1-56-105,main$async_dispatch_0_matmul_transpose_b_1x448x315_f64,0,565649,1,448,315,1,56,105
1x448x525w1-56-105,main$async_dispatch_0_matmul_transpose_b_1x448x525_f64,0,1559186,1,448,525,1,56,105
1x448x735w1-56-105,main$async_dispatch_0_matmul_transpose_b_1x448x735_f64,0,2055952,1,448,735,1,56,105
1x448x945w1-56-105,main$async_dispatch_0_matmul_transpose_b_1x448x945_f64,0,2553803,1,448,945,1,56,105
1x504x105w1-56-105,main$async_dispatch_0_matmul_transpose_b_1x504x105_f64,0,600217,1,504,105,1,56,105
1x504x315w1-56-105,main$async_dispatch_0_matmul_transpose_b_1x504x315_f64,0,1164103,1,504,315,1,56,105
1x504x525w1-56-105,main$async_dispatch_0_matmul_transpose_b_1x504x525_f64,0,1731485,1,504,525,1,56,105
1x504x735w1-56-105,main$async_dispatch_0_matmul_transpose_b_1x504x735_f64,0,2295130,1,504,735,1,56,105
1x504x945w1-56-105,main$async_dispatch_0_matmul_transpose_b_1x504x945_f64,0,2859276,1,504,945,1,56,105
